seqnames,start,end,width,strand,Conc,Conc_E50h,Conc_GM3D,Fold,p.value,FDR,feature_id,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,distanceToTSS
5,18664445,18665122,678,*,8.39,8.62,8.12,0.49,0.00137,0.00303,E50h_GM3D_23447,Promoter (<=1kb),5,18662846,18664874,2029,2,AT5G46020,0
5,4742305,4742801,497,*,7.82,8.09,7.49,0.6,0.00137,0.00303,E50h_GM3D_20933,Promoter (<=1kb),5,4740252,4743446,3195,2,AT5G14700,645
2,14725533,14725810,278,*,6.92,7.26,6.46,0.8,0.00137,0.00303,E50h_GM3D_9640,Promoter (<=1kb),2,14723013,14725650,2638,2,AT2G34900,0
3,1598100,1598558,459,*,8.09,8.34,7.79,0.55,0.00137,0.00303,E50h_GM3D_11372,Promoter (<=1kb),3,1598547,1601437,2891,1,AT3G05520,0
5,25258931,25259492,562,*,9.04,9.23,8.82,0.42,0.00137,0.00303,E50h_GM3D_25192,Promoter (<=1kb),5,25256919,25258681,1763,2,AT5G62940,-250
5,915918,917003,1086,*,8.55,8.78,8.29,0.49,0.00137,0.00303,E50h_GM3D_19984,Promoter (<=1kb),5,915465,918485,3021,1,AT5G03610,453
3,21215399,21216070,672,*,8.49,8.72,8.21,0.51,0.00137,0.00303,E50h_GM3D_15273,Promoter (<=1kb),3,21211456,21216375,4920,2,AT3G57330,305
5,8250949,8251445,497,*,7.46,7.76,7.08,0.68,0.00137,0.00303,E50h_GM3D_21804,"Exon (AT5G24280.1/AT5G24280, exon 38 of 38)",5,8238534,8243357,4824,2,AT5G24270,-7592
2,10487668,10488112,445,*,8.3,8.56,7.99,0.57,0.00138,0.00304,E50h_GM3D_8537,Promoter (<=1kb),2,10483490,10487571,4082,2,AT2G24650,-97
1,26660322,26661321,1000,*,9.44,9.2,9.64,-0.44,0.00138,0.00305,E50h_GM3D_5748,Promoter (1-2kb),1,26659132,26663010,3879,2,AT1G70710,1689
4,11149464,11150118,655,*,7.93,8.18,7.62,0.56,0.00138,0.00306,E50h_GM3D_17802,Promoter (<=1kb),4,11150160,11151758,1599,1,AT4G20820,-42
2,7145258,7145874,617,*,8.16,7.87,8.4,-0.53,0.00138,0.00306,E50h_GM3D_7659,Promoter (<=1kb),2,7136944,7145222,8279,2,AT2G16485,-36
3,17872000,17872436,437,*,7.69,7.97,7.34,0.63,0.00138,0.00306,E50h_GM3D_14393,Promoter (<=1kb),3,17870064,17871929,1866,2,AT3G48250,-71
3,72881,73552,672,*,8,7.69,8.24,-0.55,0.00139,0.00307,E50h_GM3D_11007,Promoter (<=1kb),3,73481,75538,2058,1,AT3G01220,0
5,5996693,5997333,641,*,7.75,8.03,7.41,0.63,0.00139,0.00308,E50h_GM3D_21238,Promoter (<=1kb),5,5998175,5999888,1714,1,AT5G18140,-842
5,4740751,4741074,324,*,7.6,7.88,7.26,0.63,0.00139,0.00308,E50h_GM3D_20931,Promoter (2-3kb),5,4740252,4743446,3195,2,AT5G14700,2372
2,9214203,9215814,1612,*,11.1,11.25,10.93,0.31,0.00139,0.00308,E50h_GM3D_8190,Promoter (<=1kb),2,9215519,9219208,3690,1,AT2G21520,0
1,1407361,1407849,489,*,7.79,8.07,7.46,0.6,0.00139,0.00308,E50h_GM3D_353,Promoter (<=1kb),1,1403085,1407501,4417,2,AT1G04950,0
4,11006668,11007301,634,*,7.22,6.8,7.54,-0.73,0.00139,0.00308,E50h_GM3D_17786,Promoter (<=1kb),4,11007035,11008066,1032,1,AT4G20390,0
3,19188575,19189160,586,*,7.48,7.11,7.77,-0.66,0.0014,0.00309,E50h_GM3D_14760,Promoter (<=1kb),3,19189049,19192051,3003,1,AT3G51740,0
2,7646057,7646472,416,*,8,8.26,7.67,0.58,0.0014,0.00309,E50h_GM3D_7791,Promoter (<=1kb),2,7646463,7650320,3858,1,AT2G17580,0
2,9867793,9868109,317,*,6.57,5.98,6.99,-1.01,0.0014,0.00309,E50h_GM3D_8362,Promoter (1-2kb),2,9866619,9866792,174,2,AT2G23171,-1001
4,12365751,12366492,742,*,9.04,8.82,9.23,-0.41,0.0014,0.00309,E50h_GM3D_18110,Promoter (<=1kb),4,12366386,12369338,2953,1,AT4G23740,0
3,18462159,18462810,652,*,8.03,8.29,7.72,0.58,0.0014,0.0031,E50h_GM3D_14550,Promoter (<=1kb),3,18460890,18461876,987,2,AT3G49770,-283
2,2070424,2070760,337,*,7.26,6.8,7.61,-0.81,0.0014,0.0031,E50h_GM3D_7180,Promoter (1-2kb),2,2072646,2073547,902,1,AT2G05600,-1886
5,20634461,20635020,560,*,9.02,9.21,8.8,0.42,0.0014,0.0031,E50h_GM3D_23944,Promoter (<=1kb),5,20633193,20634552,1360,2,AT5G50720,0
2,7525258,7526519,1262,*,10.18,10.34,10.01,0.32,0.0014,0.0031,E50h_GM3D_7755,Promoter (1-2kb),2,7527676,7529210,1535,1,AT2G17305,-1157
2,19492694,19492957,264,*,6.64,6.06,7.05,-1,0.00141,0.00311,E50h_GM3D_10947,Promoter (<=1kb),2,19492995,19498160,5166,1,AT2G47500,-38
2,18819373,18820745,1373,*,11.14,11.27,10.99,0.29,0.00141,0.00311,E50h_GM3D_10758,Promoter (<=1kb),2,18820691,18822184,1494,1,AT2G45685,0
5,5803272,5804240,969,*,8.45,8.19,8.67,-0.48,0.00141,0.00311,E50h_GM3D_21190,Promoter (<=1kb),5,5803936,5805295,1360,1,AT5G17610,0
1,9019426,9020801,1376,*,9.5,9.67,9.31,0.36,0.00141,0.00312,E50h_GM3D_2202,Promoter (<=1kb),1,9020380,9022769,2390,1,AT1G26090,0
1,19505697,19506776,1080,*,8.34,8.06,8.57,-0.52,0.00141,0.00312,E50h_GM3D_3987,Promoter (<=1kb),1,19506435,19508934,2500,1,AT1G52370,0
2,4301195,4301369,175,*,6.2,6.63,5.59,1.04,0.00141,0.00312,E50h_GM3D_7382,Promoter (<=1kb),2,4301932,4303080,1149,1,AT2G10921,-563
1,55231,55701,471,*,9.37,9.56,9.15,0.41,0.00142,0.00313,E50h_GM3D_17,Promoter (<=1kb),1,56624,56740,117,1,AT1G01115,-923
3,21007618,21008077,460,*,8.27,8.51,7.98,0.52,0.00142,0.00313,E50h_GM3D_15212,Promoter (<=1kb),3,21006750,21007565,816,2,AT3G56710,-53
2,1717309,1718173,865,*,9.76,9.96,9.53,0.42,0.00142,0.00313,E50h_GM3D_7134,Promoter (<=1kb),2,1717888,1720526,2639,1,AT2G04880,0
1,22339641,22339966,326,*,7.31,7.62,6.92,0.7,0.00142,0.00314,E50h_GM3D_4633,Promoter (<=1kb),1,22337375,22339672,2298,2,AT1G60640,0
3,2478046,2479520,1475,*,8.86,8.63,9.06,-0.43,0.00143,0.00315,E50h_GM3D_11587,Promoter (<=1kb),3,2479548,2484194,4647,1,AT3G07770,-28
5,3179387,3179770,384,*,6.88,7.26,6.36,0.9,0.00143,0.00316,E50h_GM3D_20538,Promoter (<=1kb),5,3173497,3179448,5952,2,AT5G10140,0
2,3500724,3501112,389,*,10.43,10.84,9.87,0.96,0.00143,0.00316,E50h_GM3D_7362,Promoter (1-2kb),2,3501814,3502294,481,2,AT2G07835,1182
1,20269989,20270340,352,*,7.68,7.96,7.34,0.62,0.00143,0.00316,E50h_GM3D_4181,Promoter (<=1kb),1,20268485,20270107,1623,2,AT1G54290,0
5,21688192,21688972,781,*,10.5,10.78,10.16,0.62,0.00144,0.00317,E50h_GM3D_24243,Promoter (<=1kb),5,21688763,21692429,3667,1,AT5G53450,0
1,18295245,18297000,1756,*,9.03,8.8,9.23,-0.43,0.00144,0.00317,E50h_GM3D_3740,Promoter (2-3kb),1,18299430,18299862,433,2,AT1G49435,2862
2,243074,243787,714,*,8.6,8.81,8.35,0.46,0.00144,0.00317,E50h_GM3D_6773,Promoter (<=1kb),2,242123,243493,1371,2,AT2G01540,0
5,16549220,16549752,533,*,7.54,7.82,7.19,0.63,0.00144,0.00317,E50h_GM3D_22920,Promoter (1-2kb),5,16551119,16556003,4885,1,AT5G41370,-1367
2,18176124,18176461,338,*,7.31,7.63,6.91,0.73,0.00144,0.00317,E50h_GM3D_10569,Promoter (<=1kb),2,18176924,18178390,1467,1,AT2G43890,-463
1,7121616,7122063,448,*,7.62,7.9,7.26,0.64,0.00144,0.00318,E50h_GM3D_1718,Promoter (<=1kb),1,7119676,7121817,2142,2,AT1G20560,0
5,18011375,18011537,163,*,5.96,6.46,5.19,1.27,0.00144,0.00318,E50h_GM3D_23299,Promoter (<=1kb),5,18011146,18012882,1737,1,AT5G44640,229
1,15083612,15083799,188,*,6.27,6.71,5.63,1.08,0.00144,0.00319,E50h_GM3D_3288,Promoter (1-2kb),1,15081952,15085893,3942,1,AT1G40104,1660
5,21071475,21072026,552,*,9.07,9.28,8.83,0.45,0.00145,0.00319,E50h_GM3D_24054,Promoter (<=1kb),5,21071944,21074438,2495,1,AT5G51840,0
5,11019140,11019363,224,*,7.21,7.52,6.8,0.72,0.00145,0.00319,E50h_GM3D_22303,Promoter (1-2kb),5,11020537,11020788,252,2,AT5G28996,1425
2,13025746,13026029,284,*,6.92,7.28,6.43,0.86,0.00145,0.00319,E50h_GM3D_9203,Promoter (<=1kb),2,13026000,13030661,4662,1,AT2G30580,0
1,6393288,6393499,212,*,6.86,7.24,6.35,0.89,0.00145,0.00319,E50h_GM3D_1536,Promoter (2-3kb),1,6395864,6398239,2376,1,AT1G18580,-2365
5,8390782,8390991,210,*,6.92,7.27,6.45,0.82,0.00145,0.0032,E50h_GM3D_21841,Promoter (2-3kb),5,8384876,8388027,3152,2,AT5G24540,-2755
3,16195561,16196170,610,*,8.46,8.68,8.19,0.5,0.00145,0.0032,E50h_GM3D_14059,Promoter (<=1kb),3,16195955,16201225,5271,1,AT3G44630,0
5,20160923,20161149,227,*,6.52,5.98,6.91,-0.93,0.00145,0.0032,E50h_GM3D_23838,Downstream (<1kb),5,20161206,20164729,3524,2,AT5G49660,3580
3,7066222,7067336,1115,*,10.54,10.68,10.39,0.29,0.00145,0.0032,E50h_GM3D_12708,Promoter (<=1kb),3,7064054,7066503,2450,2,AT3G20260,0
3,20131735,20132725,991,*,9.37,9.55,9.18,0.37,0.00145,0.00321,E50h_GM3D_15003,Promoter (<=1kb),3,20128305,20131854,3550,2,AT3G54360,0
2,16490851,16491047,197,*,6.39,6.79,5.83,0.95,0.00146,0.00321,E50h_GM3D_10122,Promoter (1-2kb),2,16489073,16489588,516,1,AT2G39500,1778
3,20623994,20625223,1230,*,9.36,9.73,8.86,0.87,0.00146,0.00321,E50h_GM3D_15115,Promoter (1-2kb),3,20622620,20624002,1383,1,AT3G55605,1374
3,17560700,17562224,1525,*,10.78,10.63,10.92,-0.29,0.00146,0.00321,E50h_GM3D_14331,Promoter (1-2kb),3,17558849,17560767,1919,1,AT3G47620,1851
1,8853470,8854085,616,*,7.86,7.54,8.13,-0.59,0.00146,0.00322,E50h_GM3D_2148,Promoter (1-2kb),1,8853959,8855872,1914,2,AT1G25260,1787
5,1703866,1705438,1573,*,9.42,9.61,9.19,0.42,0.00146,0.00322,E50h_GM3D_20179,Promoter (1-2kb),5,1702688,1706787,4100,2,AT5G05690,1349
2,18676988,18677420,433,*,8.52,8.75,8.24,0.51,0.00146,0.00322,E50h_GM3D_10718,Promoter (<=1kb),2,18677311,18680072,2762,1,AT2G45300,0
5,7468598,7469488,891,*,8.9,8.67,9.09,-0.42,0.00146,0.00323,E50h_GM3D_21611,Promoter (<=1kb),5,7470443,7474120,3678,1,AT5G22500,-955
3,21817317,21818785,1469,*,10.01,10.18,9.82,0.37,0.00147,0.00323,E50h_GM3D_15412,Promoter (<=1kb),3,21810260,21817555,7296,2,AT3G59020,0
4,15988292,15988469,178,*,6.7,7.07,6.21,0.86,0.00147,0.00323,E50h_GM3D_19038,"Exon (AT4G33150.1/AT4G33150, exon 13 of 25)",4,15985189,15991538,6350,2,AT4G33150,3069
2,863963,865078,1116,*,8.63,8.38,8.84,-0.46,0.00147,0.00323,E50h_GM3D_6952,Promoter (<=1kb),2,862087,864447,2361,2,AT2G02960,0
2,18650948,18651228,281,*,7.47,7.77,7.1,0.67,0.00147,0.00323,E50h_GM3D_10711,Downstream (<1kb),2,18651320,18655444,4125,2,AT2G45230,4216
1,5144458,5145107,650,*,8.34,8.57,8.07,0.5,0.00147,0.00323,E50h_GM3D_1257,Promoter (<=1kb),1,5139712,5143689,3978,2,AT1G14910,-769
1,3961920,3962926,1007,*,7.86,7.52,8.13,-0.6,0.00147,0.00323,E50h_GM3D_929,Promoter (<=1kb),1,3961348,3961464,117,2,AT1G11735,-456
3,6048393,6048990,598,*,7.78,8.05,7.45,0.6,0.00147,0.00324,E50h_GM3D_12472,Promoter (<=1kb),3,6048916,6052552,3637,1,AT3G17700,0
3,5316427,5317106,680,*,7.9,8.15,7.59,0.57,0.00147,0.00324,E50h_GM3D_12273,Promoter (<=1kb),3,5316916,5319613,2698,1,AT3G15690,0
1,4554106,4554517,412,*,7.35,6.93,7.68,-0.75,0.00147,0.00324,E50h_GM3D_1091,Promoter (2-3kb),1,4556892,4558708,1817,1,AT1G13300,-2375
5,24247625,24248970,1346,*,9.69,9.85,9.5,0.35,0.00147,0.00324,E50h_GM3D_24932,Promoter (<=1kb),5,24248957,24250065,1109,1,AT5G60220,0
2,18621948,18622132,185,*,6.65,6.15,7.02,-0.87,0.00148,0.00325,E50h_GM3D_10695,Promoter (1-2kb),2,18620465,18620590,126,1,AT2G45161,1483
5,9402144,9403690,1547,*,10.15,9.94,10.33,-0.38,0.00148,0.00325,E50h_GM3D_22081,Promoter (<=1kb),5,9399377,9402476,3100,2,AT5G26751,0
2,3496977,3497751,775,*,11.77,12.16,11.23,0.94,0.00148,0.00326,E50h_GM3D_7360,Promoter (<=1kb),2,3497358,3497440,83,1,AT2G07765,0
4,8378174,8378651,478,*,8.12,8.38,7.81,0.56,0.00148,0.00326,E50h_GM3D_17134,Promoter (<=1kb),4,8378429,8380714,2286,1,AT4G14605,0
1,30148238,30148458,221,*,6.52,6.92,5.98,0.94,0.00148,0.00326,E50h_GM3D_6653,Promoter (<=1kb),1,30148388,30150517,2130,1,AT1G80150,0
4,1323961,1324180,220,*,7.21,7.55,6.77,0.78,0.00148,0.00326,E50h_GM3D_16157,Promoter (<=1kb),4,1324108,1327520,3413,1,AT4G03000,0
5,23823675,23824985,1311,*,8.83,9.03,8.59,0.44,0.00149,0.00327,E50h_GM3D_24821,Promoter (<=1kb),5,23820368,23823265,2898,2,AT5G59010,-410
1,11219875,11220788,914,*,10.21,10.04,10.36,-0.32,0.00149,0.00327,E50h_GM3D_2790,Promoter (<=1kb),1,11217845,11219458,1614,2,AT1G31340,-417
3,19818637,19819530,894,*,9.11,8.9,9.29,-0.4,0.00149,0.00328,E50h_GM3D_14932,Promoter (1-2kb),3,19819185,19821519,2335,2,AT3G53460,1989
3,1851220,1852783,1564,*,8.82,8.57,9.03,-0.46,0.00149,0.00328,E50h_GM3D_11437,Promoter (2-3kb),3,1852884,1855063,2180,2,AT3G06130,2280
1,1161963,1162133,171,*,6.8,7.16,6.33,0.84,0.0015,0.00329,E50h_GM3D_297,Promoter (<=1kb),1,1161311,1161982,672,2,AT1G04330,0
1,22994104,22994513,410,*,6.96,6.51,7.3,-0.79,0.0015,0.00329,E50h_GM3D_4773,Promoter (<=1kb),1,22994583,22995471,889,1,AT1G62240,-70
2,13813423,13814432,1010,*,8.4,8.09,8.66,-0.57,0.0015,0.0033,E50h_GM3D_9407,Promoter (<=1kb),2,13814686,13818289,3604,1,AT2G32540,-254
4,8056666,8057722,1057,*,9.6,9.41,9.77,-0.36,0.0015,0.0033,E50h_GM3D_17056,Promoter (<=1kb),4,8058072,8058675,604,2,AT4G13950,953
1,17704264,17704674,411,*,7.73,8.27,6.87,1.4,0.0015,0.00331,E50h_GM3D_3596,Promoter (1-2kb),1,17704179,17706460,2282,2,AT1G48000,1786
1,28257103,28257933,831,*,9.06,9.25,8.85,0.4,0.00151,0.00331,E50h_GM3D_6156,Promoter (<=1kb),1,28254366,28257151,2786,2,AT1G75295,0
3,10193276,10193558,283,*,6.27,5.67,6.69,-1.02,0.00151,0.00331,E50h_GM3D_13495,Promoter (<=1kb),3,10192422,10193499,1078,1,AT3G27520,854
4,9600784,9601470,687,*,8.66,8.41,8.87,-0.47,0.00151,0.00331,E50h_GM3D_17445,Promoter (<=1kb),4,9601451,9604207,2757,1,AT4G17080,0
1,22624899,22626065,1167,*,10.26,10.41,10.1,0.3,0.00151,0.00331,E50h_GM3D_4688,Promoter (1-2kb),1,22622975,22624527,1553,1,AT1G61330,1924
4,13036117,13037265,1149,*,9.55,9.36,9.72,-0.36,0.00151,0.00331,E50h_GM3D_18294,Promoter (<=1kb),4,13032178,13036213,4036,2,AT4G25520,0
1,5975978,5977440,1463,*,9.48,9.65,9.29,0.37,0.00151,0.00331,E50h_GM3D_1443,Promoter (<=1kb),1,5977411,5981480,4070,1,AT1G17420,0
1,4877183,4877643,461,*,8.35,8.58,8.08,0.5,0.00151,0.00331,E50h_GM3D_1168,Promoter (<=1kb),1,4874875,4877248,2374,2,AT1G14270,0
2,11512078,11514087,2010,*,9.33,9.11,9.52,-0.41,0.00151,0.00331,E50h_GM3D_8789,Promoter (<=1kb),2,11512861,11513553,693,1,AT2G26975,0
1,28916216,28917701,1486,*,9.67,9.46,9.85,-0.39,0.00151,0.00332,E50h_GM3D_6345,Promoter (<=1kb),1,28917866,28918537,672,2,AT1G76954,836
1,10864877,10865070,194,*,6.28,5.7,6.69,-0.98,0.00151,0.00332,E50h_GM3D_2688,Distal Intergenic,1,10868303,10871297,2995,1,AT1G30650,-3233
3,4384459,4384999,541,*,7.77,8.04,7.44,0.6,0.00151,0.00332,E50h_GM3D_12030,Promoter (<=1kb),3,4382198,4384436,2239,2,AT3G13450,-23
3,6286962,6287340,379,*,7.34,7.64,6.96,0.68,0.00152,0.00333,E50h_GM3D_12538,Promoter (<=1kb),3,6284356,6287144,2789,2,AT3G18310,0
4,18149221,18149607,387,*,8.89,9.09,8.66,0.43,0.00152,0.00333,E50h_GM3D_19632,Promoter (<=1kb),4,18149534,18151793,2260,1,AT4G38930,0
4,14240405,14240713,309,*,6.55,5.99,6.95,-0.95,0.00152,0.00333,E50h_GM3D_18598,Promoter (<=1kb),4,14240797,14242611,1815,1,AT4G28840,-84
2,15475584,15476075,492,*,7.55,7.15,7.86,-0.71,0.00152,0.00334,E50h_GM3D_9847,Promoter (<=1kb),2,15472645,15474681,2037,2,AT2G36870,-903
3,11121121,11121419,299,*,6.27,6.7,5.65,1.05,0.00152,0.00334,E50h_GM3D_13701,Promoter (<=1kb),3,11116077,11120577,4501,2,AT3G29153,-544
4,16388830,16389735,906,*,10.18,10.33,10.02,0.31,0.00152,0.00334,E50h_GM3D_19116,Promoter (<=1kb),4,16389620,16392824,3205,1,AT4G34240,0
1,6313718,6314642,925,*,8.56,8.31,8.77,-0.46,0.00152,0.00335,E50h_GM3D_1515,Promoter (<=1kb),1,6311483,6313931,2449,2,AT1G18340,0
3,163086,163543,458,*,6.83,6.37,7.19,-0.82,0.00153,0.00335,E50h_GM3D_11019,Promoter (<=1kb),3,159466,162837,3372,2,AT3G01420,-249
3,4524588,4524958,371,*,6.87,7.22,6.41,0.81,0.00153,0.00335,E50h_GM3D_12065,Promoter (<=1kb),3,4525072,4526214,1143,1,AT3G13780,-114
1,17233063,17234085,1023,*,8.45,8.67,8.19,0.48,0.00153,0.00335,E50h_GM3D_3495,Promoter (<=1kb),1,17232135,17232935,801,2,AT1G46408,-128
5,9171364,9172385,1022,*,8.56,8.78,8.3,0.48,0.00153,0.00335,E50h_GM3D_22033,Promoter (2-3kb),5,9173517,9174542,1026,2,AT5G26230,2157
4,12908863,12909816,954,*,8.33,8.05,8.56,-0.51,0.00153,0.00336,E50h_GM3D_18260,Promoter (<=1kb),4,12909575,12911580,2006,1,AT4G25170,0
1,2982437,2983491,1055,*,8.54,8.28,8.77,-0.48,0.00153,0.00336,E50h_GM3D_705,Promoter (<=1kb),1,2979520,2982624,3105,2,AT1G09230,0
2,17591702,17592122,421,*,6.87,6.42,7.22,-0.8,0.00153,0.00336,E50h_GM3D_10418,Promoter (<=1kb),2,17592038,17593500,1463,1,AT2G42220,0
3,2706288,2706614,327,*,8.18,8.44,7.87,0.57,0.00153,0.00336,E50h_GM3D_11638,Promoter (<=1kb),3,2705470,2706278,809,2,AT3G08885,-10
5,20994808,20995420,613,*,8.26,8.5,7.97,0.53,0.00153,0.00337,E50h_GM3D_24026,Promoter (1-2kb),5,20993537,20995644,2108,1,AT5G51670,1271
3,21035760,21038125,2366,*,10.65,10.78,10.51,0.28,0.00154,0.00337,E50h_GM3D_15220,Promoter (<=1kb),3,21034537,21036077,1541,2,AT3G56800,0
2,7839582,7840610,1029,*,9.94,9.77,10.09,-0.33,0.00154,0.00337,E50h_GM3D_7835,Promoter (<=1kb),2,7840067,7841823,1757,1,AT2G18030,0
2,6829892,6830234,343,*,7.19,7.5,6.79,0.72,0.00154,0.00337,E50h_GM3D_7606,Promoter (<=1kb),2,6830995,6831641,647,1,AT2G15680,-761
5,17721508,17722495,988,*,9.87,10.03,9.69,0.34,0.00154,0.00338,E50h_GM3D_23221,Promoter (<=1kb),5,17719659,17721580,1922,2,AT5G44040,0
4,15282001,15282319,319,*,7.62,7.93,7.23,0.7,0.00154,0.00338,E50h_GM3D_18871,Promoter (<=1kb),4,15282230,15284216,1987,1,AT4G31530,0
4,11706608,11706783,176,*,6,6.45,5.33,1.12,0.00155,0.00339,E50h_GM3D_17950,Promoter (<=1kb),4,11704003,11706042,2040,2,AT4G22090,-566
1,26930239,26930671,433,*,7.76,8.03,7.42,0.62,0.00155,0.00339,E50h_GM3D_5822,Promoter (<=1kb),1,26927984,26930316,2333,2,AT1G71460,0
3,16897868,16898545,678,*,9.6,9.77,9.42,0.35,0.00155,0.00339,E50h_GM3D_14185,Promoter (<=1kb),3,16897287,16898013,727,2,AT3G45980,0
3,4655491,4656692,1202,*,10.53,10.68,10.36,0.32,0.00155,0.0034,E50h_GM3D_12100,Promoter (<=1kb),3,4657046,4657601,556,2,AT3G14060,909
1,16800849,16801345,497,*,9.47,9.28,9.64,-0.36,0.00155,0.0034,E50h_GM3D_3397,Promoter (<=1kb),1,16796400,16800321,3922,2,AT1G44170,-528
1,12852795,12853000,206,*,6.75,7.11,6.27,0.84,0.00155,0.0034,E50h_GM3D_3127,Promoter (<=1kb),1,12851997,12853128,1132,1,AT1G35140,798
2,12670622,12671143,522,*,7.38,7.7,6.96,0.74,0.00156,0.00342,E50h_GM3D_9098,Promoter (<=1kb),2,12671206,12673300,2095,1,AT2G29640,-63
1,22855413,22856057,645,*,8.3,8.53,8.02,0.5,0.00156,0.00342,E50h_GM3D_4740,Promoter (<=1kb),1,22856188,22862359,6172,1,AT1G61850,-131
2,936670,937678,1009,*,9.21,9.39,8.99,0.41,0.00156,0.00342,E50h_GM3D_6970,Promoter (<=1kb),2,937420,940339,2920,1,AT2G03120,0
4,14608659,14609043,385,*,6.55,6.94,6.01,0.93,0.00156,0.00342,E50h_GM3D_18698,Promoter (<=1kb),4,14608833,14610998,2166,1,AT4G29890,0
5,8992948,8993759,812,*,9.1,9.29,8.88,0.41,0.00157,0.00344,E50h_GM3D_21996,Distal Intergenic,5,8986771,8987787,1017,2,AT5G25810,-5161
1,26815434,26816914,1481,*,10.53,10.36,10.68,-0.32,0.00157,0.00344,E50h_GM3D_5803,Promoter (<=1kb),1,26814632,26815671,1040,1,AT1G71100,802
1,780109,780609,501,*,8.23,8.47,7.94,0.53,0.00157,0.00344,E50h_GM3D_206,Promoter (<=1kb),1,780602,781285,684,1,AT1G03200,0
1,5044172,5044559,388,*,7.59,7.24,7.87,-0.63,0.00157,0.00345,E50h_GM3D_1225,Promoter (1-2kb),1,5042323,5044294,1972,1,AT1G14685,1849
5,26333712,26334063,352,*,7.21,7.52,6.81,0.72,0.00158,0.00345,E50h_GM3D_25481,Promoter (<=1kb),5,26330746,26332812,2067,2,AT5G65800,-900
2,16622978,16623169,192,*,5.92,6.39,5.23,1.16,0.00158,0.00345,E50h_GM3D_10156,Promoter (<=1kb),2,16619762,16623791,4030,2,AT2G39830,622
1,14166297,14167032,736,*,9.34,9.52,9.14,0.39,0.00158,0.00345,E50h_GM3D_3280,Distal Intergenic,1,14170351,14172041,1691,2,AT1G37140,5009
1,11827230,11827501,272,*,8.45,8.68,8.16,0.52,0.00158,0.00346,E50h_GM3D_2945,Promoter (<=1kb),1,11827433,11829759,2327,1,AT1G32700,0
1,17997524,17998448,925,*,9.36,9.14,9.55,-0.41,0.00158,0.00347,E50h_GM3D_3673,Promoter (<=1kb),1,17995948,17997972,2025,2,AT1G48660,0
4,6217051,6218536,1486,*,10.28,10.11,10.43,-0.32,0.00159,0.00347,E50h_GM3D_16605,Promoter (<=1kb),4,6218396,6218927,532,1,AT4G09890,0
5,5072307,5073558,1252,*,9.28,9.05,9.47,-0.42,0.00159,0.00347,E50h_GM3D_21009,Promoter (<=1kb),5,5068301,5072492,4192,2,AT5G15580,0
3,10602446,10602665,220,*,7.09,7.44,6.63,0.82,0.00159,0.00348,E50h_GM3D_13598,Distal Intergenic,3,10593753,10598775,5023,2,AT3G28345,-3671
4,9045400,9046653,1254,*,9.15,8.94,9.34,-0.41,0.00159,0.00348,E50h_GM3D_17302,Promoter (<=1kb),4,9043712,9045599,1888,2,AT4G15955,0
3,3725377,3726270,894,*,9.34,9.52,9.13,0.39,0.00159,0.00348,E50h_GM3D_11889,Promoter (<=1kb),3,3724134,3725593,1460,2,AT3G11780,0
4,10097568,10097908,341,*,6.77,6.3,7.12,-0.82,0.00159,0.00348,E50h_GM3D_17570,Promoter (<=1kb),4,10093524,10097503,3980,2,AT4G18260,-65
1,11144445,11144968,524,*,7.95,8.2,7.64,0.57,0.00159,0.00348,E50h_GM3D_2772,Promoter (<=1kb),1,11142714,11144633,1920,2,AT1G31180,0
5,19861542,19861765,224,*,6.39,6.8,5.82,0.99,0.00159,0.00349,E50h_GM3D_23761,Promoter (<=1kb),5,19862289,19863625,1337,1,AT5G48990,-524
4,9724615,9724939,325,*,7.76,8.04,7.43,0.61,0.00159,0.00349,E50h_GM3D_17469,Promoter (<=1kb),4,9722356,9724640,2285,2,AT4G17420,0
5,23452596,23453113,518,*,7.79,7.46,8.05,-0.59,0.0016,0.00349,E50h_GM3D_24739,Promoter (<=1kb),5,23451149,23452614,1466,2,AT5G57910,0
2,1637395,1638167,773,*,7.95,8.21,7.63,0.58,0.0016,0.00349,E50h_GM3D_7115,Promoter (<=1kb),2,1637483,1638647,1165,2,AT2G04675,480
5,19263286,19264190,905,*,8.39,8.61,8.12,0.49,0.0016,0.00349,E50h_GM3D_23609,Promoter (<=1kb),5,19264675,19270800,6126,1,AT5G47490,-485
1,8839169,8840859,1691,*,10.14,9.97,10.3,-0.33,0.0016,0.0035,E50h_GM3D_2142,Promoter (<=1kb),1,8836835,8839549,2715,2,AT1G25220,0
4,11890412,11891393,982,*,9.71,9.87,9.53,0.34,0.0016,0.0035,E50h_GM3D_18000,Promoter (<=1kb),4,11889098,11890725,1628,2,AT4G22580,0
3,1470545,1471509,965,*,8.92,9.12,8.68,0.45,0.0016,0.0035,E50h_GM3D_11346,Promoter (<=1kb),3,1468398,1470551,2154,2,AT3G05180,0
5,16860167,16860435,269,*,7.56,7.84,7.21,0.63,0.0016,0.00351,E50h_GM3D_23006,Promoter (<=1kb),5,16860467,16861232,766,1,AT5G42200,-32
4,11003875,11004888,1014,*,8.3,8.53,8.02,0.51,0.00161,0.00351,E50h_GM3D_17785,Promoter (<=1kb),4,11004517,11006788,2272,1,AT4G20380,0
